0.01 	 3.493238e-05 
0.0201 	 0.0001177088 
0.030301 	 0.0002430105 
0.040604 	 0.0004083131 
0.05101 	 0.0006103981 
0.06152 	 0.0008488907 
0.072135 	 0.001136602 
0.082857 	 0.001520592 
0.093685 	 0.002008696 
0.104622 	 0.0026516 
0.115668 	 0.003468422 
0.126825 	 0.004398766 
0.138093 	 0.005480293 
0.149474 	 0.006666339 
0.160969 	 0.007951921 
0.172579 	 0.009428445 
0.184304 	 0.01108141 
0.196147 	 0.01280292 
0.208109 	 0.01457253 
0.22019 	 0.01629781 
0.232392 	 0.0180373 
0.244716 	 0.01905678 
0.257163 	 0.01979808 
0.269735 	 0.02001569 
0.282432 	 0.01956219 
0.295256 	 0.01874867 
0.308209 	 0.01750702 
0.321291 	 0.01590066 
0.334504 	 0.01471243 
0.347849 	 0.01376306 
0.361327 	 0.01287335 
0.374941 	 0.01220341 
0.38869 	 0.01211912 
0.402577 	 0.01217414 
0.416603 	 0.01271684 
0.430769 	 0.01374077 
0.445076 	 0.01521766 
0.459527 	 0.01701095 
0.474123 	 0.01890306 
0.488864 	 0.02072048 
0.503752 	 0.0225624 
0.51879 	 0.0238851 
0.533978 	 0.02413988 
0.549318 	 0.02397231 
0.564811 	 0.02385483 
0.580459 	 0.02305853 
0.596263 	 0.02169384 
0.612226 	 0.02046539 
0.628348 	 0.01970224 
0.644632 	 0.01932373 
0.661078 	 0.01898821 
0.677689 	 0.01807203 
0.694466 	 0.01670585 
0.71141 	 0.01516209 
0.728525 	 0.0136736 
0.74581 	 0.01247099 
0.763268 	 0.01139119 
0.780901 	 0.01016463 
0.79871 	 0.008712596 
0.816697 	 0.007238276 
0.834864 	 0.005830542 
0.853212 	 0.004450962 
0.871744 	 0.003228306 
0.890462 	 0.002252214 
0.909366 	 0.001544562 
0.92846 	 0.001048458 
0.947745 	 0.0007087993 
0.967222 	 0.0004745606 
0.986894 	 0.0003107563 
1.006763 	 0.0002017979 
1.026831 	 0.0001320032 
1.047099 	 8.653011e-05 
1.06757 	 5.644404e-05 
1.088246 	 3.610564e-05 
1.109128 	 2.285293e-05 
1.13022 	 1.48405e-05 
1.151522 	 1.001718e-05 
1.173037 	 6.86747e-06 
1.194768 	 4.758646e-06 
1.216715 	 3.35194e-06 
1.238882 	 2.393651e-06 
