0.01 	 3.726631e-10 
0.0201 	 1.406248e-09 
0.030301 	 3.631763e-09 
0.040604 	 8.327079e-09 
0.05101 	 1.779127e-08 
0.06152 	 3.38273e-08 
0.072135 	 5.755877e-08 
0.082857 	 8.862272e-08 
0.093685 	 1.330729e-07 
0.104622 	 1.981962e-07 
0.115668 	 2.829411e-07 
0.126825 	 3.848896e-07 
0.138093 	 4.82919e-07 
0.149474 	 5.931439e-07 
0.160969 	 7.45325e-07 
0.172579 	 9.943068e-07 
0.184304 	 1.420083e-06 
0.196147 	 1.635062e-06 
0.208109 	 1.362679e-06 
0.22019 	 9.731915e-07 
0.232392 	 7.416885e-07 
0.244716 	 5.775961e-07 
0.257163 	 4.413402e-07 
0.269735 	 3.244558e-07 
0.282432 	 2.367933e-07 
0.295256 	 1.896744e-07 
0.308209 	 1.638735e-07 
0.321291 	 1.47476e-07 
0.334504 	 1.425991e-07 
0.347849 	 1.38319e-07 
0.361327 	 1.219912e-07 
0.374941 	 9.678246e-08 
0.38869 	 7.851223e-08 
0.402577 	 6.761116e-08 
0.416603 	 5.531936e-08 
0.430769 	 4.294305e-08 
0.445076 	 3.328147e-08 
0.459527 	 2.712128e-08 
0.474123 	 2.279224e-08 
0.488864 	 1.930547e-08 
0.503752 	 1.601709e-08 
0.51879 	 1.332571e-08 
0.533978 	 1.224359e-08 
0.549318 	 1.20485e-08 
0.564811 	 9.365456e-09 
0.580459 	 6.559471e-09 
0.596263 	 5.167835e-09 
0.612226 	 4.577847e-09 
0.628348 	 4.597813e-09 
0.644632 	 3.92091e-09 
0.661078 	 2.343681e-09 
0.677689 	 1.040697e-09 
0.694466 	 4.365333e-10 
0.71141 	 2.093606e-10 
0.728525 	 1.07487e-10 
0.74581 	 6.046784e-11 
0.763268 	 3.682291e-11 
0.780901 	 2.015384e-11 
0.79871 	 9.498785e-12 
0.816697 	 4.679886e-12 
0.834864 	 2.543898e-12 
0.853212 	 1.341098e-12 
0.871744 	 6.244055e-13 
0.890462 	 3.232477e-13 
0.909366 	 1.786176e-13 
0.92846 	 1.008415e-13 
0.947745 	 5.530489e-14 
0.967222 	 3.205715e-14 
0.986894 	 1.932021e-14 
1.006763 	 1.018468e-14 
1.026831 	 4.970035e-15 
1.047099 	 2.342387e-15 
1.06757 	 1.078801e-15 
1.088246 	 6.25896e-16 
1.109128 	 5.545762e-16 
1.13022 	 9.370723e-16 
1.151522 	 1.948061e-15 
1.173037 	 2.026285e-15 
1.194768 	 1.254969e-15 
1.216715 	 7.092761e-16 
1.238882 	 5.013153e-16 
1.261271 	 4.031624e-16 
1.283884 	 3.058816e-16 
1.306723 	 2.606079e-16 
1.32979 	 2.632483e-16 
1.353088 	 2.973007e-16 
1.376619 	 3.596866e-16 
1.400385 	 3.935038e-16 
1.424389 	 3.440867e-16 
1.448633 	 3.135151e-16 
1.473119 	 2.752777e-16 
1.49785 	 2.084111e-16 
1.522829 	 1.658898e-16 
1.548057 	 1.216605e-16 
1.573538 	 6.139975e-17 
1.599273 	 3.352656e-17 
1.625266 	 2.070139e-17 
